class_name,project_name,class_id,class_path,Max-Ruler,commits_count,code_churn_avg,contributors_count,contributors_experience,hunks_count,issue_tracker_issues,cbo,wmc,dit,rfc,lcom,total_methods,max_nested_blocks,total_variables,total_refactorings,ncloc_cloc,duplicated_lines_cpd_density,comment_lines_cloc_density
ExecutableRampStatus.java,azkaban,AW-XIOClrInABnR0bb-g,azkaban-common/src/main/java/azkaban/executor/ExecutableRampStatus.java,0,1.0,62.0,1.0,100.0,1.0,0,1.0,8.0,1.0,2.0,0.0,3.0,1.0,1.0,0,30.0,0.0,46.42857143
ExecutionAttempt.java,azkaban,AW-XIOClrInABnR0bb-1,azkaban-common/src/main/java/azkaban/executor/ExecutionAttempt.java,0,7.0,12.0,4.0,50.55,1.0,0,4.0,8.0,1.0,9.0,0.0,8.0,0.0,15.0,1,57.0,0.0,20.83333333
ExecutionReference.java,azkaban,AW-XIOCmrInABnR0bb-7,azkaban-common/src/main/java/azkaban/executor/ExecutionReference.java,0,15.0,6.0,9.0,29.41,2.0,0,2.0,11.0,1.0,1.0,37.0,11.0,0.0,5.0,17,44.0,0.0,26.66666667
ExecutorApiClient.java,azkaban,AW-XIOCmrInABnR0bb_N,azkaban-common/src/main/java/azkaban/executor/ExecutorApiClient.java,0,6.0,10.0,3.0,79.55,9.5,0,5.0,3.0,2.0,6.0,0.0,1.0,1.0,2.0,10,24.0,0.0,51.02040816
ExecutorApiGateway.java,azkaban,AW-XIOCkrInABnR0bb-d,azkaban-common/src/main/java/azkaban/executor/ExecutorApiGateway.java,0,4.0,37.0,1.0,100.0,1.5,2,14.0,16.0,1.0,23.0,34.0,9.0,2.0,13.0,19,102.0,0.0,19.68503937
ExecutorEventsDao.java,azkaban,AW-XIOClrInABnR0bb-t,azkaban-common/src/main/java/azkaban/executor/ExecutorEventsDao.java,0,3.0,33.0,2.0,95.95,4.0,0,9.0,5.0,1.0,4.0,0.0,3.0,1.0,2.0,6,67.0,0.0,21.17647059
ExecutorInfo.java,azkaban,AW-XIOCnrInABnR0bb_Q,azkaban-common/src/main/java/azkaban/executor/ExecutorInfo.java,0,13.0,11.0,5.0,55.45,4.0,4,1.0,18.0,1.0,1.0,16.0,17.0,1.0,11.0,12,101.0,0.0,16.52892562
ExecutorManagerUpdaterStage.java,azkaban,AW-XIOCmrInABnR0bb_L,azkaban-common/src/main/java/azkaban/executor/ExecutorManagerUpdaterStage.java,0,1.0,44.0,1.0,100.0,1.0,0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,1.0,0,10.0,0.0,73.68421053
ExecutorSelector.java,azkaban,AW-XIOCnrInABnR0bb_g,azkaban-common/src/main/java/azkaban/executor/selector/ExecutorSelector.java,0,5.0,10.0,2.0,65.56,2.0,2,5.0,5.0,2.0,2.0,0.0,1.0,0.0,0.0,4,13.0,0.0,70.45454545
ExecutorServiceUtils.java,azkaban,AW-XIOCUrInABnR0bb4i,az-core/src/main/java/azkaban/utils/ExecutorServiceUtils.java,0,1.0,59.0,1.0,100.0,1.0,1,2.0,3.0,1.0,6.0,0.0,1.0,2.0,3.0,0,21.0,0.0,61.11111111
ExecutorUtils.java,azkaban,AW-XIOCkrInABnR0bb-e,azkaban-common/src/main/java/azkaban/executor/ExecutorUtils.java,0,1.0,80.0,1.0,100.0,1.0,0,2.0,6.0,1.0,7.0,6.0,4.0,2.0,6.0,2,37.0,0.0,50.0
FactorComparator.java,azkaban,AW-XIOCnrInABnR0bb_f,azkaban-common/src/main/java/azkaban/executor/selector/FactorComparator.java,0,7.0,12.0,3.0,61.54,1.0,0,4.0,10.0,1.0,4.0,0.0,6.0,1.0,4.0,2,36.0,0.0,50.0
FactorFilter.java,azkaban,AW-XIOCnrInABnR0bb_Z,azkaban-common/src/main/java/azkaban/executor/selector/FactorFilter.java,0,9.0,10.0,4.0,59.78,2.0,0,5.0,7.0,1.0,4.0,0.0,4.0,1.0,3.0,2,29.0,0.0,60.81081081
FileValidationStatus.java,azkaban,AW-XIOCPrInABnR0bb2e,azkaban-spi/src/main/java/azkaban/spi/FileValidationStatus.java,0,1.0,47.0,1.0,100.0,1.0,0,1.0,5.0,1.0,3.0,0.0,3.0,1.0,2.0,0,20.0,0.0,47.36842105
FlowLoader.java,azkaban,AW-XIOCtrInABnR0bcBh,azkaban-common/src/main/java/azkaban/project/FlowLoader.java,0,4.0,13.0,1.0,100.0,1.5,0,3.0,3.0,1.0,0.0,3.0,3.0,0.0,0.0,0,11.0,0.0,76.08695652
FlowTrigger.java,azkaban,AW-XIOCsrInABnR0bcBL,azkaban-common/src/main/java/azkaban/project/FlowTrigger.java,0,6.0,20.0,2.0,98.35,2.0,6,6.0,12.0,1.0,19.0,0.0,9.0,1.0,9.0,9,72.0,0.0,32.0754717
FlowTriggerBean.java,azkaban,AW-XIOCsrInABnR0bcBO,azkaban-common/src/main/java/azkaban/project/FlowTriggerBean.java,0,3.0,22.0,2.0,82.5,4.0,0,1.0,8.0,1.0,1.0,3.0,7.0,0.0,3.0,12,36.0,0.0,34.54545455
FlowTriggerDependency.java,azkaban,AW-XIOCtrInABnR0bcBc,azkaban-common/src/main/java/azkaban/project/FlowTriggerDependency.java,0,3.0,24.0,1.0,100.0,1.0,0,0.0,6.0,1.0,3.0,0.0,5.0,0.0,4.0,0,38.0,0.0,40.625
FlowTriggerDependencyPluginException.java,azkaban,AW-XIOCNrInABnR0bb10,azkaban-web-server/src/main/java/azkaban/flowtrigger/plugin/FlowTriggerDependencyPluginException.java,0,1.0,28.0,1.0,100.0,1.0,0,0.0,2.0,3.0,0.0,1.0,2.0,0.0,0.0,0,9.0,0.0,62.5
FlowTriggerInstanceLoader.java,azkaban,AW-XIOCNrInABnR0bb14,azkaban-web-server/src/main/java/azkaban/flowtrigger/database/FlowTriggerInstanceLoader.java,0,5.0,15.0,1.0,100.0,1.0,0,2.0,10.0,1.0,0.0,45.0,10.0,0.0,0.0,2,17.0,0.0,71.66666667
FlowTriggerQuartzJob.java,azkaban,AW-XIOCNrInABnR0bb1x,azkaban-web-server/src/main/java/azkaban/flowtrigger/quartz/FlowTriggerQuartzJob.java,0,3.0,20.0,1.0,100.0,1.0,0,8.0,2.0,2.0,6.0,0.0,2.0,0.0,15.0,5,36.0,0.0,29.41176471
FlowWatcher.java,azkaban,AW-XIOCYrInABnR0bb54,azkaban-exec-server/src/main/java/azkaban/execapp/event/FlowWatcher.java,0,17.0,8.0,8.0,42.89,1.0,0,6.0,21.0,1.0,11.0,23.0,11.0,3.0,11.0,1,84.0,0.0,17.64705882
FullRampPolicy.java,azkaban,AW-XIOCnrInABnR0bb_j,azkaban-common/src/main/java/azkaban/ramppolicy/FullRampPolicy.java,0,1.0,39.0,1.0,100.0,1.0,0,5.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,0,16.0,0.0,52.94117647
GobblinPresets.java,azkaban,AW-XIOCTrInABnR0bb38,az-hadoop-jobtype-plugin/src/main/java/azkaban/jobtype/connectors/gobblin/GobblinPresets.java,0,1.0,53.0,1.0,100.0,1.0,0,1.0,5.0,1.0,6.0,0.0,2.0,1.0,4.0,0,27.0,0.0,38.63636364
H2FileDataSource.java,azkaban,AW-XIOCQrInABnR0bb23,azkaban-db/src/main/java/azkaban/db/H2FileDataSource.java,0,7.0,7.0,4.0,80.0,2.0,0,4.0,3.0,3.0,5.0,3.0,3.0,0.0,3.0,12,26.0,0.0,36.58536585
HadoopSecurityManager.java,azkaban,AW-XIOCurInABnR0bcCE,azkaban-hadoop-security-plugin/src/main/java/azkaban/security/commons/HadoopSecurityManager.java,0,7.0,12.0,7.0,71.67,1.0,11,4.0,9.0,1.0,4.0,28.0,8.0,0.0,12.0,0,44.0,0.0,36.23188406
HadoopSecurityManagerException.java,azkaban,AW-XIOCurInABnR0bcCG,azkaban-hadoop-security-plugin/src/main/java/azkaban/security/commons/HadoopSecurityManagerException.java,0,2.0,15.0,2.0,85.29,2.0,2,0.0,2.0,3.0,0.0,1.0,2.0,0.0,1.0,0,10.0,0.0,60.0
HashNotMatchException.java,azkaban,AW-XIOCUrInABnR0bb4k,az-core/src/main/java/azkaban/utils/HashNotMatchException.java,0,1.0,34.0,1.0,100.0,1.0,0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0,12.0,0.0,60.0
HdfsAuth.java,azkaban,AW-XIOCprInABnR0bcAC,azkaban-common/src/main/java/azkaban/storage/HdfsAuth.java,0,6.0,15.0,5.0,58.33,1.5,0,9.0,7.0,1.0,12.0,0.0,3.0,2.0,5.0,6,55.0,0.0,30.37974684
HdfsStorage.java,azkaban,AW-XIOCprInABnR0bb__,azkaban-common/src/main/java/azkaban/storage/HdfsStorage.java,0,11.0,13.0,4.0,59.41,4.0,0,15.0,17.0,1.0,30.0,5.0,10.0,2.0,9.0,39,102.0,0.0,15.0
HdfsToMySqlValidator.java,azkaban,AW-XIOCSrInABnR0bb3k,az-hadoop-jobtype-plugin/src/main/java/azkaban/jobtype/connectors/gobblin/helper/HdfsToMySqlValidator.java,0,1.0,21.0,1.0,100.0,1.0,0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0,18.0,0.0,0.0
HiveAction.java,azkaban,AW-XIOCTrInABnR0bb4A,az-hadoop-jobtype-plugin/src/main/java/azkaban/jobtype/hiveutils/azkaban/HiveAction.java,0,1.0,21.0,1.0,100.0,1.0,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0,4.0,0.0,78.94736842
HiveMetaStoreBrowserException.java,azkaban,AW-XIOCSrInABnR0bb3t,az-hadoop-jobtype-plugin/src/main/java/azkaban/jobtype/hiveutils/HiveMetaStoreBrowserException.java,0,1.0,36.0,1.0,100.0,1.0,0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,1.0,0,13.0,0.0,58.06451613
HiveModule.java,azkaban,AW-XIOCSrInABnR0bb3n,az-hadoop-jobtype-plugin/src/main/java/azkaban/jobtype/hiveutils/HiveModule.java,0,1.0,47.0,1.0,100.0,1.0,0,4.0,3.0,1.0,2.0,3.0,3.0,0.0,1.0,0,16.0,0.0,60.97560976
HiveQueryException.java,azkaban,AW-XIOCSrInABnR0bb3p,az-hadoop-jobtype-plugin/src/main/java/azkaban/jobtype/hiveutils/HiveQueryException.java,0,1.0,49.0,1.0,100.0,1.0,0,0.0,5.0,3.0,0.0,0.0,5.0,0.0,4.0,0,27.0,0.0,35.71428571
HiveQueryExecutionException.java,azkaban,AW-XIOCSrInABnR0bb3u,az-hadoop-jobtype-plugin/src/main/java/azkaban/jobtype/hiveutils/HiveQueryExecutionException.java,0,1.0,53.0,1.0,100.0,1.0,0,0.0,4.0,3.0,0.0,0.0,4.0,0.0,3.0,0,21.0,0.0,53.33333333
HiveQueryExecutor.java,azkaban,AW-XIOCSrInABnR0bb3r,az-hadoop-jobtype-plugin/src/main/java/azkaban/jobtype/hiveutils/HiveQueryExecutor.java,0,1.0,56.0,1.0,100.0,1.0,0,0.0,4.0,1.0,0.0,6.0,4.0,0.0,0.0,0,9.0,0.0,82.0
HiveViaAzkabanException.java,azkaban,AW-XIOCTrInABnR0bb4D,az-hadoop-jobtype-plugin/src/main/java/azkaban/jobtype/hiveutils/azkaban/HiveViaAzkabanException.java,0,1.0,33.0,1.0,100.0,1.0,0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,1.0,0,13.0,0.0,53.57142857
HQL.java,azkaban,AW-XIOCSrInABnR0bb31,az-hadoop-jobtype-plugin/src/main/java/azkaban/jobtype/hiveutils/azkaban/hive/actions/HQL.java,0,1.0,21.0,1.0,100.0,1.0,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0,4.0,0.0,78.94736842
HtmlFileViewer.java,azkaban,AW-XIOCZrInABnR0bb6b,az-hdfs-viewer/src/main/java/azkaban/viewer/hdfs/HtmlFileViewer.java,0,1.0,97.0,1.0,100.0,1.0,0,8.0,8.0,2.0,12.0,8.0,5.0,1.0,7.0,0,50.0,0.0,40.47619048
IHadoopJob.java,azkaban,AW-XIOCRrInABnR0bb3V,az-hadoop-jobtype-plugin/src/main/java/azkaban/jobtype/IHadoopJob.java,0,2.0,14.0,1.0,100.0,1.5,0,1.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,2,5.0,0.0,80.76923077
IMBeanRegistrable.java,azkaban,AW-XIOCkrInABnR0bb-V,azkaban-common/src/main/java/azkaban/server/IMBeanRegistrable.java,0,2.0,16.0,1.0,100.0,1.0,0,1.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,3,5.0,0.0,82.75862069
IMetric.java,azkaban,AW-XIOCjrInABnR0bb96,azkaban-common/src/main/java/azkaban/metric/IMetric.java,0,5.0,7.0,4.0,70.73,1.0,0,3.0,6.0,1.0,0.0,15.0,6.0,0.0,0.0,2,9.0,0.0,68.96551724
IMetricEmitter.java,azkaban,AW-XIOCjrInABnR0bb-A,azkaban-common/src/main/java/azkaban/metric/IMetricEmitter.java,0,5.0,5.0,4.0,70.97,1.0,0,1.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,0,5.0,0.0,78.26086957
InMemoryHistoryNode.java,azkaban,AW-XIOCjrInABnR0bb-D,azkaban-common/src/main/java/azkaban/metric/inmemoryemitter/InMemoryHistoryNode.java,0,7.0,6.0,4.0,60.0,4.0,0,0.0,3.0,1.0,0.0,0.0,3.0,0.0,2.0,1,16.0,0.0,56.75675676
InvalidHashException.java,azkaban,AW-XIOCUrInABnR0bb4f,az-core/src/main/java/azkaban/utils/InvalidHashException.java,0,1.0,34.0,1.0,100.0,1.0,0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0,12.0,0.0,60.0
IPropertiesValidator.java,azkaban,AW-XIOCSrInABnR0bb3j,az-hadoop-jobtype-plugin/src/main/java/azkaban/jobtype/connectors/gobblin/helper/IPropertiesValidator.java,0,1.0,32.0,1.0,100.0,1.0,0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0,5.0,0.0,81.48148148
JmxExecutionController.java,azkaban,AW-XIOCprInABnR0bcAU,azkaban-common/src/main/java/azkaban/jmx/JmxExecutionController.java,0,1.0,54.0,1.0,100.0,1.0,0,2.0,5.0,1.0,6.0,0.0,5.0,0.0,1.0,0,26.0,0.0,40.90909091
JmxExecutionControllerMBean.java,azkaban,AW-XIOCprInABnR0bcAN,azkaban-common/src/main/java/azkaban/jmx/JmxExecutionControllerMBean.java,0,7.0,5.0,5.0,51.85,1.0,0,1.0,4.0,1.0,0.0,6.0,4.0,0.0,0.0,0,12.0,0.0,60.0
JmxExecutorManager.java,azkaban,AW-XIOCprInABnR0bcAT,azkaban-common/src/main/java/azkaban/jmx/JmxExecutorManager.java,0,11.0,9.0,6.0,44.55,1.0,2,2.0,14.0,1.0,15.0,0.0,14.0,0.0,1.0,3,62.0,0.0,19.48051948
JmxExecutorManagerMBean.java,azkaban,AW-XIOCprInABnR0bcAO,azkaban-common/src/main/java/azkaban/jmx/JmxExecutorManagerMBean.java,0,10.0,6.0,6.0,52.83,1.0,0,1.0,13.0,1.0,0.0,78.0,13.0,0.0,0.0,7,30.0,0.0,33.33333333
JmxFlowRampManager.java,azkaban,AW-XIOCYrInABnR0bb6D,azkaban-exec-server/src/main/java/azkaban/execapp/jmx/JmxFlowRampManager.java,0,1.0,33.0,1.0,100.0,1.0,0,2.0,2.0,1.0,1.0,0.0,2.0,0.0,1.0,0,12.0,0.0,55.55555556
JmxFlowRampManagerMBean.java,azkaban,AW-XIOCYrInABnR0bb6B,azkaban-exec-server/src/main/java/azkaban/execapp/jmx/JmxFlowRampManagerMBean.java,0,1.0,25.0,1.0,100.0,1.0,0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0,6.0,0.0,71.42857143
JmxFlowRunnerManager.java,azkaban,AW-XIOCZrInABnR0bb6G,azkaban-exec-server/src/main/java/azkaban/execapp/jmx/JmxFlowRunnerManager.java,0,11.0,7.0,7.0,37.76,2.0,0,2.0,12.0,1.0,12.0,0.0,12.0,0.0,1.0,1,52.0,0.0,22.3880597
JmxFlowRunnerManagerMBean.java,azkaban,AW-XIOCYrInABnR0bb6A,azkaban-exec-server/src/main/java/azkaban/execapp/jmx/JmxFlowRunnerManagerMBean.java,0,11.0,4.0,7.0,47.87,1.0,0,1.0,11.0,1.0,0.0,55.0,11.0,0.0,0.0,1,26.0,0.0,36.58536585
JmxJettyServer.java,azkaban,AW-XIOCprInABnR0bcAQ,azkaban-common/src/main/java/azkaban/jmx/JmxJettyServer.java,0,6.0,48.0,5.0,45.06,1.0,2,3.0,24.0,1.0,24.0,0.0,24.0,0.0,2.0,1,103.0,0.0,12.71186441
JmxJettyServerMBean.java,azkaban,AW-XIOCprInABnR0bcAS,azkaban-common/src/main/java/azkaban/jmx/JmxJettyServerMBean.java,0,5.0,18.0,4.0,67.56,1.0,0,1.0,23.0,1.0,0.0,253.0,23.0,0.0,0.0,1,49.0,0.0,23.4375
JmxJobCallback.java,azkaban,AW-XIOCZrInABnR0bb6F,azkaban-exec-server/src/main/java/azkaban/execapp/jmx/JmxJobCallback.java,0,3.0,11.0,3.0,73.33,1.0,0,2.0,5.0,1.0,4.0,0.0,5.0,0.0,1.0,1,24.0,0.0,0.0
JmxJobCallbackMBean.java,azkaban,AW-XIOCYrInABnR0bb6C,azkaban-exec-server/src/main/java/azkaban/execapp/jmx/JmxJobCallbackMBean.java,0,3.0,6.0,3.0,94.74,1.0,0,1.0,4.0,1.0,0.0,6.0,4.0,0.0,0.0,1,12.0,0.0,0.0
JmxJobMXBean.java,azkaban,AW-XIOCYrInABnR0bb5_,azkaban-exec-server/src/main/java/azkaban/execapp/jmx/JmxJobMXBean.java,0,3.0,10.0,3.0,84.62,1.0,0,1.0,6.0,1.0,0.0,15.0,6.0,0.0,0.0,1,17.0,0.0,22.72727273
JmxTriggerRunnerManagerMBean.java,azkaban,AW-XIOCqrInABnR0bcAX,azkaban-common/src/main/java/azkaban/jmx/JmxTriggerRunnerManagerMBean.java,0,5.0,8.0,3.0,67.53,1.0,0,1.0,6.0,1.0,0.0,15.0,6.0,0.0,0.0,1,15.0,0.0,50.0
JobCallbackStatusEnum.java,azkaban,AW-XIOCkrInABnR0bb-L,azkaban-common/src/main/java/azkaban/jobcallback/JobCallbackStatusEnum.java,0,1.0,5.0,1.0,100.0,1.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,4.0,0.0,0.0
JobTypeManagerException.java,azkaban,AW-XIOCorInABnR0bb_3,azkaban-common/src/main/java/azkaban/jobtype/JobTypeManagerException.java,0,8.0,6.0,6.0,29.89,1.0,7,0.0,3.0,4.0,0.0,3.0,3.0,0.0,1.0,1,13.0,0.0,53.57142857
JobTypePluginSet.java,azkaban,AW-XIOCorInABnR0bb_5,azkaban-common/src/main/java/azkaban/jobtype/JobTypePluginSet.java,0,8.0,16.0,4.0,50.48,2.0,0,2.0,12.0,1.0,4.0,22.0,12.0,0.0,5.0,1,55.0,0.0,52.17391304
LogGobbler.java,azkaban,AW-XIOCsrInABnR0bcBE,azkaban-common/src/main/java/azkaban/utils/LogGobbler.java,0,8.0,13.0,5.0,44.84,1.0,1,4.0,14.0,2.0,14.0,3.0,7.0,3.0,5.0,1,60.0,0.0,20.0
MBeanRegistrationManager.java,azkaban,AW-XIOCkrInABnR0bb-T,azkaban-common/src/main/java/azkaban/server/MBeanRegistrationManager.java,0,1.0,146.0,1.0,100.0,1.0,0,2.0,15.0,1.0,20.0,0.0,7.0,2.0,11.0,12,86.0,0.0,34.35114504
MemConfValue.java,azkaban,AW-XIOCUrInABnR0bb4l,az-core/src/main/java/azkaban/utils/MemConfValue.java,0,1.0,45.0,1.0,100.0,1.0,0,3.0,6.0,1.0,6.0,7.0,6.0,0.0,4.0,0,35.0,0.0,0.0
MessageAttachmentExceededMaximumSizeException.java,azkaban,AW-XIOCrrInABnR0bcAw,azkaban-common/src/main/java/azkaban/utils/MessageAttachmentExceededMaximumSizeException.java,0,2.0,12.0,2.0,78.79,2.5,0,1.0,3.0,2.0,0.0,3.0,3.0,0.0,0.0,0,14.0,0.0,26.31578947
MetricException.java,azkaban,AW-XIOCjrInABnR0bb98,azkaban-common/src/main/java/azkaban/metric/MetricException.java,0,2.0,19.0,2.0,84.09,2.5,0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,1.0,0,13.0,0.0,58.06451613
MetricsManager.java,azkaban,AW-XIOCVrInABnR0bb4q,az-core/src/main/java/azkaban/metrics/MetricsManager.java,0,11.0,12.0,6.0,39.82,3.0,0,15.0,11.0,1.0,14.0,0.0,8.0,2.0,7.0,1,67.0,0.0,41.73913043
MySQLDataSource.java,azkaban,AW-XIOCQrInABnR0bb2y,azkaban-db/src/main/java/azkaban/db/MySQLDataSource.java,0,8.0,18.0,2.0,90.73,2.0,3,7.0,13.0,3.0,26.0,11.0,6.0,3.0,15.0,13,90.0,0.0,30.23255814
MySqlToHdfsValidator.java,azkaban,AW-XIOCSrInABnR0bb3l,az-hadoop-jobtype-plugin/src/main/java/azkaban/jobtype/connectors/gobblin/helper/MySqlToHdfsValidator.java,0,1.0,44.0,1.0,100.0,1.0,0,3.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0,21.0,0.0,44.73684211
Node.java,azkaban,AW-XIOCZrInABnR0bb6J,azkaban-exec-server/src/main/java/azkaban/dag/Node.java,0,3.0,69.0,1.0,100.0,2.0,34,5.0,35.0,1.0,18.0,46.0,20.0,2.0,6.0,3,118.0,0.0,33.70786517
NodeBean.java,azkaban,AW-XIOCsrInABnR0bcBZ,azkaban-common/src/main/java/azkaban/project/NodeBean.java,0,5.0,23.0,2.0,57.98,3.0,0,3.0,16.0,1.0,3.0,78.0,16.0,0.0,8.0,3,74.0,0.0,20.43010753
NodeProcessor.java,azkaban,AW-XIOCZrInABnR0bb6L,azkaban-exec-server/src/main/java/azkaban/dag/NodeProcessor.java,0,1.0,36.0,1.0,100.0,1.0,0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0,4.0,0.0,87.87878788
NoopRampPolicy.java,azkaban,AW-XIOCnrInABnR0bb_k,azkaban-common/src/main/java/azkaban/ramppolicy/NoopRampPolicy.java,0,1.0,39.0,1.0,100.0,1.0,0,4.0,2.0,2.0,0.0,1.0,2.0,0.0,0.0,0,16.0,0.0,52.94117647
NumFailedFlowMetric.java,azkaban,AW-XIOCXrInABnR0bb5e,azkaban-exec-server/src/main/java/azkaban/execapp/metric/NumFailedFlowMetric.java,0,11.0,6.0,6.0,56.67,2.0,0,6.0,7.0,3.0,6.0,6.0,4.0,2.0,3.0,1,35.0,0.0,40.6779661
NumFailedJobMetric.java,azkaban,AW-XIOCXrInABnR0bb5c,azkaban-exec-server/src/main/java/azkaban/execapp/metric/NumFailedJobMetric.java,0,12.0,5.0,7.0,60.71,2.0,0,5.0,6.0,3.0,5.0,6.0,4.0,1.0,2.0,1,31.0,0.0,43.63636364
NumQueuedFlowMetric.java,azkaban,AW-XIOCXrInABnR0bb5Z,azkaban-exec-server/src/main/java/azkaban/execapp/metric/NumQueuedFlowMetric.java,0,9.0,7.0,5.0,67.71,1.0,0,3.0,3.0,3.0,2.0,1.0,3.0,0.0,3.0,1,24.0,0.0,54.71698113
NumRunningFlowMetric.java,azkaban,AW-XIOCXrInABnR0bb5b,azkaban-exec-server/src/main/java/azkaban/execapp/metric/NumRunningFlowMetric.java,0,12.0,5.0,6.0,71.23,3.0,0,3.0,3.0,3.0,2.0,1.0,3.0,0.0,3.0,1,24.0,0.0,54.71698113
NumRunningJobMetric.java,azkaban,AW-XIOCXrInABnR0bb5d,azkaban-exec-server/src/main/java/azkaban/execapp/metric/NumRunningJobMetric.java,0,15.0,5.0,7.0,60.93,3.0,0,4.0,6.0,3.0,2.0,6.0,4.0,1.0,2.0,1,31.0,0.0,48.33333333
OsCpuUtil.java,azkaban,AW-XIOCrrInABnR0bcBC,azkaban-common/src/main/java/azkaban/utils/OsCpuUtil.java,0,1.0,200.0,1.0,100.0,1.0,0,4.0,20.0,1.0,19.0,5.0,6.0,3.0,29.0,0,123.0,0.0,29.31034483
PageRenderException.java,azkaban,AW-XIOCOrInABnR0bb2H,azkaban-web-server/src/main/java/azkaban/webapp/servlet/PageRenderException.java,0,11.0,5.0,6.0,75.29,1.0,3,0.0,1.0,4.0,0.0,0.0,1.0,0.0,1.0,1,7.0,0.0,72.0
PageUtils.java,azkaban,AW-XIOCOrInABnR0bb2N,azkaban-web-server/src/main/java/azkaban/webapp/servlet/PageUtils.java,0,2.0,16.0,2.0,90.91,1.0,0,5.0,4.0,1.0,3.0,1.0,2.0,1.0,1.0,0,19.0,0.0,20.83333333
ParentLastURLClassLoader.java,azkaban,AW-XIOCNrInABnR0bb1z,azkaban-web-server/src/main/java/azkaban/flowtrigger/plugin/ParentLastURLClassLoader.java,0,1.0,94.0,1.0,100.0,1.0,0,2.0,3.0,6.0,3.0,0.0,2.0,1.0,1.0,0,48.0,0.0,38.46153846
ParseConfigFile.java,azkaban,AW-XIOCorInABnR0bb_0,azkaban-common/src/main/java/azkaban/user/ParseConfigFile.java,0,2.0,12.0,2.0,66.67,1.0,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0,4.0,0.0,81.81818182
Permission.java,azkaban,AW-XIOCorInABnR0bb_t,azkaban-common/src/main/java/azkaban/user/Permission.java,0,21.0,17.0,9.0,48.4,1.0,18,3.0,46.0,1.0,19.0,34.0,20.0,3.0,10.0,4,159.0,0.0,11.17318436
ProjectCacheHitRatio.java,azkaban,AW-XIOCXrInABnR0bb5a,azkaban-exec-server/src/main/java/azkaban/execapp/metric/ProjectCacheHitRatio.java,0,1.0,53.0,1.0,100.0,1.0,0,3.0,4.0,2.0,7.0,0.0,4.0,0.0,3.0,0,22.0,0.0,51.11111111
ProjectDirectoryMetadata.java,azkaban,AW-XIOCYrInABnR0bb5x,azkaban-exec-server/src/main/java/azkaban/execapp/ProjectDirectoryMetadata.java,0,17.0,6.0,10.0,32.52,2.0,0,0.0,13.0,1.0,1.0,15.0,11.0,0.0,5.0,4,55.0,0.0,21.42857143
ProjectManagerException.java,azkaban,AW-XIOCsrInABnR0bcBU,azkaban-common/src/main/java/azkaban/project/ProjectManagerException.java,0,12.0,5.0,6.0,62.75,1.0,2,1.0,2.0,5.0,0.0,1.0,2.0,0.0,1.0,1,11.0,0.0,57.69230769
ProjectStorageManager.java,azkaban,AW-XIOCorInABnR0bb_9,azkaban-common/src/main/java/azkaban/storage/ProjectStorageManager.java,0,13.0,16.0,6.0,69.48,6.0,0,16.0,15.0,1.0,42.0,10.0,8.0,2.0,15.0,4,130.0,0.0,27.77777778
ProjectStorageMetadata.java,azkaban,AW-XIOCPrInABnR0bb2l,azkaban-spi/src/main/java/azkaban/spi/ProjectStorageMetadata.java,0,5.0,16.0,3.0,72.41,4.0,0,2.0,11.0,1.0,4.0,0.0,8.0,1.0,5.0,2,51.0,0.0,23.88059701
ProjectValidator.java,azkaban,AW-XIOCtrInABnR0bcBp,azkaban-common/src/main/java/azkaban/project/validator/ProjectValidator.java,0,8.0,4.0,5.0,59.21,2.0,1,3.0,3.0,1.0,0.0,3.0,3.0,0.0,0.0,5,9.0,0.0,68.96551724
ProjectValidatorCacheable.java,azkaban,AW-XIOCtrInABnR0bcBn,azkaban-common/src/main/java/azkaban/project/validator/ProjectValidatorCacheable.java,0,1.0,44.0,1.0,100.0,1.0,0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0,7.0,0.0,82.5
