class_name,project_name,class_id,class_path,Max-Ruler,commits_count,code_churn_avg,contributors_count,contributors_experience,hunks_count,issue_tracker_issues,cbo,wmc,dit,rfc,lcom,total_methods,max_nested_blocks,total_variables,total_refactorings,ncloc_cloc,duplicated_lines_cpd_density,comment_lines_cloc_density
DigestUtilities.java,mina,AW-Z_dV3rInABnR0cU9P,mina-core/src/main/java/org/apache/mina/proxy/handlers/http/digest/DigestUtilities.java,0,3.0,56.0,2.0,95.0,7.0,0,6.0,9.0,1.0,15.0,1.0,2.0,3.0,13.0,0,96.0,0.0,31.91489362
HttpClientEncoder.java,mina,AW-Z_dVirInABnR0cU5m,mina-http/src/main/java/org/apache/mina/http/HttpClientEncoder.java,0,4.0,24.0,2.0,59.04,6.0,0,9.0,7.0,1.0,24.0,1.0,2.0,2.0,5.0,6,54.0,31.48148148,37.20930233
HttpRequestImpl.java,mina,AW-Z_dVirInABnR0cU5h,mina-http/src/main/java/org/apache/mina/http/HttpRequestImpl.java,0,6.0,38.0,3.0,51.6,3.5,0,4.0,23.0,1.0,23.0,45.0,15.0,2.0,15.0,39,116.0,0.0,39.89637306
HttpServerEncoder.java,mina,AW-Z_dVirInABnR0cU5l,mina-http/src/main/java/org/apache/mina/http/HttpServerEncoder.java,0,4.0,22.0,3.0,69.44,2.0,2,10.0,6.0,1.0,19.0,1.0,2.0,2.0,5.0,6,45.0,37.77777778,42.30769231
IoConnector.java,mina,AW-Z_dV9rInABnR0cU_v,mina-core/src/main/java/org/apache/mina/core/service/IoConnector.java,0,7.0,25.0,2.0,78.67,2.0,24,3.0,14.0,1.0,0.0,91.0,14.0,0.0,0.0,0,24.0,0.0,85.27607362
IoFilterChain.java,mina,AW-Z_dV_rInABnR0cVAl,mina-core/src/main/java/org/apache/mina/core/filterchain/IoFilterChain.java,0,16.0,23.0,3.0,71.51,2.0,25,6.0,35.0,1.0,0.0,595.0,35.0,0.0,0.0,0,53.0,0.0,83.98791541
IoFilterPropertyAccessor.java,mina,AW-Z_dVxrInABnR0cU7N,mina-integration-ognl/src/main/java/org/apache/mina/integration/ognl/IoFilterPropertyAccessor.java,0,2.0,26.0,1.0,100.0,2.5,0,2.0,4.0,3.0,0.0,6.0,4.0,0.0,0.0,0,24.0,0.0,46.66666667
IoFuture.java,mina,AW-Z_dWBrInABnR0cVBI,mina-core/src/main/java/org/apache/mina/core/future/IoFuture.java,0,6.0,22.0,2.0,76.0,1.5,24,3.0,12.0,1.0,0.0,66.0,12.0,0.0,0.0,0,19.0,0.0,84.16666667
IoServicePropertyAccessor.java,mina,AW-Z_dVxrInABnR0cU7O,mina-integration-ognl/src/main/java/org/apache/mina/integration/ognl/IoServicePropertyAccessor.java,0,2.0,26.0,1.0,100.0,2.5,0,2.0,4.0,3.0,0.0,6.0,4.0,0.0,0.0,0,24.0,0.0,46.66666667
IoSessionEventQueue.java,mina,AW-Z_dV2rInABnR0cU86,mina-core/src/main/java/org/apache/mina/proxy/event/IoSessionEventQueue.java,0,3.0,45.0,2.0,98.63,1.0,0,8.0,11.0,1.0,15.0,0.0,5.0,3.0,4.0,0,61.0,0.0,52.34375
Log4jXmlFormatter.java,mina,AW-Z_dWDrInABnR0cVB1,mina-core/src/main/java/org/apache/mina/util/Log4jXmlFormatter.java,0,6.0,30.0,2.0,92.49,3.0,2,1.0,17.0,2.0,26.0,0.0,5.0,5.0,11.0,10,89.0,0.0,41.05960265
Main.java,mina,AW-Z_dVbrInABnR0cU3U,mina-example/src/main/java/org/apache/mina/example/proxy/Main.java,0,2.0,37.0,2.0,68.63,5.5,154,7.0,2.0,1.0,6.0,0.0,1.0,1.0,3.0,0,25.0,0.0,59.01639344
MessageEncoder.java,mina,AW-Z_dV7rInABnR0cU-5,mina-core/src/main/java/org/apache/mina/filter/codec/demux/MessageEncoder.java,0,3.0,18.0,2.0,91.38,1.0,6,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0,7.0,0.0,86.53846154
TimeServerHandler.java,mina,AW-Z_dVbrInABnR0cU3R,mina-example/src/main/java/org/apache/mina/example/gettingstarted/timeserver/TimeServerHandler.java,0,2.0,37.0,2.0,97.37,1.0,2,3.0,4.0,2.0,9.0,3.0,3.0,1.0,2.0,0,30.0,0.0,55.2238806
VmPipeAcceptor.java,mina,AW-Z_dWBrInABnR0cVBO,mina-core/src/main/java/org/apache/mina/transport/vmpipe/VmPipeAcceptor.java,0,4.0,47.0,2.0,88.24,5.0,6,11.0,25.0,3.0,16.0,62.0,12.0,5.0,7.0,3,102.0,0.0,38.92215569
VmPipeFilterChain.java,mina,AW-Z_dWBrInABnR0cVBN,mina-core/src/main/java/org/apache/mina/transport/vmpipe/VmPipeFilterChain.java,0,3.0,98.0,2.0,99.36,1.0,2,10.0,32.0,2.0,28.0,132.0,17.0,4.0,8.0,0,225.0,0.0,11.41732283
CachedBufferAllocator.java,mina,AW-Z_dWArInABnR0cVAw,mina-core/src/main/java/org/apache/mina/core/buffer/CachedBufferAllocator.java,0,5.0,62.0,2.0,94.29,2.0,2,5.0,18.0,3.0,14.0,28.0,9.0,3.0,11.0,12,174.0,0.0,33.58778626
ErrorGeneratingFilter.java,mina,AW-Z_dV9rInABnR0cU_d,mina-core/src/main/java/org/apache/mina/filter/errorgenerating/ErrorGeneratingFilter.java,0,6.0,56.0,3.0,81.9,4.5,1,9.0,43.0,2.0,22.0,171.0,22.0,3.0,26.0,0,165.0,0.0,43.10344828
IoSessionFinder.java,mina,AW-Z_dVxrInABnR0cU7K,mina-integration-ognl/src/main/java/org/apache/mina/integration/ognl/IoSessionFinder.java,0,5.0,26.0,2.0,62.22,6.0,0,5.0,23.0,1.0,11.0,0.0,2.0,3.0,11.0,0,71.0,0.0,33.64485981
ClientPanel.java,mina,AW-Z_dVbrInABnR0cU3N,mina-example/src/main/java/org/apache/mina/example/udp/ClientPanel.java,0,1.0,71.0,1.0,100.0,1.0,0,0.0,2.0,5.0,7.0,1.0,2.0,0.0,3.0,0,35.0,0.0,40.6779661
CommandDecoder.java,mina,AW-Z_dVfrInABnR0cU4s,mina-example/src/main/java/org/apache/mina/example/tapedeck/CommandDecoder.java,0,3.0,35.0,2.0,98.13,1.0,0,16.0,19.0,2.0,8.0,3.0,3.0,2.0,4.0,0,69.0,0.0,26.59574468
IoFutureListener.java,mina,AW-Z_dWBrInABnR0cVBG,mina-core/src/main/java/org/apache/mina/core/future/IoFutureListener.java,0,6.0,10.0,2.0,78.46,1.0,19,3.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0,12.0,0.0,77.35849057
DummySession.java,mina,AW-Z_dV-rInABnR0cVAJ,mina-core/src/main/java/org/apache/mina/core/session/DummySession.java,0,13.0,33.0,3.0,78.58,2.0,5,15.0,25.0,2.0,9.0,135.0,18.0,1.0,11.0,46,211.0,0.0,42.19178082
ProfilerTimerFilter.java,mina,AW-Z_dV5rInABnR0cU93,mina-core/src/main/java/org/apache/mina/filter/statistic/ProfilerTimerFilter.java,0,4.0,226.0,2.0,71.58,6.5,5,8.0,121.0,2.0,17.0,18.0,21.0,2.0,26.0,0,466.0,0.0,37.61713521
AbstractSocketSessionConfig.java,mina,AW-Z_dWBrInABnR0cVBV,mina-core/src/main/java/org/apache/mina/transport/socket/AbstractSocketSessionConfig.java,0,5.0,34.0,3.0,86.18,2.0,3,4.0,21.0,2.0,25.0,36.0,9.0,2.0,2.0,2,75.0,0.0,52.83018868
StateMachineProxyBuilder.java,mina,AW-Z_dVlrInABnR0cU6g,mina-statemachine/src/main/java/org/apache/mina/statemachine/StateMachineProxyBuilder.java,0,7.0,39.0,2.0,95.67,1.0,2,10.0,11.0,1.0,5.0,31.0,10.0,1.0,11.0,0,123.0,0.0,45.81497797
ArrayEditor.java,mina,AW-Z_dVhrInABnR0cU5Q,mina-integration-beans/src/main/java/org/apache/mina/integration/beans/ArrayEditor.java,0,3.0,46.0,2.0,88.3,12.0,0,3.0,16.0,3.0,29.0,0.0,4.0,2.0,13.0,0,75.0,0.0,34.7826087
ExpiringMap.java,mina,AW-Z_dWDrInABnR0cVBy,mina-core/src/main/java/org/apache/mina/util/ExpiringMap.java,0,5.0,94.0,2.0,92.12,4.0,6,4.0,29.0,1.0,24.0,130.0,25.0,1.0,9.0,0,287.0,0.0,37.87878788
AbstractIoAcceptor.java,mina,AW-Z_dV9rInABnR0cU_q,mina-core/src/main/java/org/apache/mina/core/service/AbstractIoAcceptor.java,0,11.0,46.0,2.0,91.37,2.0,4,9.0,67.0,4.0,38.0,256.0,24.0,4.0,21.0,65,302.0,0.0,30.09259259
AbstractProxyLogicHandler.java,mina,AW-Z_dV2rInABnR0cU8z,mina-core/src/main/java/org/apache/mina/proxy/AbstractProxyLogicHandler.java,0,6.0,37.0,2.0,91.73,1.0,0,17.0,16.0,1.0,21.0,11.0,11.0,1.0,8.0,0,97.0,0.0,48.12834225
Command.java,mina,AW-Z_dVfrInABnR0cU4m,mina-example/src/main/java/org/apache/mina/example/tapedeck/Command.java,0,1.0,29.0,1.0,100.0,1.0,37,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0,4.0,0.0,85.71428571
CompositeByteArray.java,mina,AW-Z_dWErInABnR0cVCL,mina-core/src/main/java/org/apache/mina/util/byteaccess/CompositeByteArray.java,0,10.0,110.0,3.0,83.14,6.0,2,13.0,62.0,2.0,53.0,559.0,38.0,3.0,29.0,149,620.0,0.0,34.04255319
ImageServer.java,mina,AW-Z_dVdrInABnR0cU4H,mina-example/src/main/java/org/apache/mina/example/imagine/step3/server/ImageServer.java,0,1.0,106.0,1.0,100.0,1.0,0,10.0,1.0,1.0,12.0,0.0,1.0,0.0,10.0,0,36.0,0.0,57.64705882
ImageServer.java,mina,AW-Z_dVerInABnR0cU4h,mina-example/src/main/java/org/apache/mina/example/imagine/step1/server/ImageServer.java,0,1.0,58.0,1.0,100.0,1.0,0,7.0,1.0,1.0,5.0,0.0,1.0,0.0,3.0,0,17.0,0.0,64.58333333
ImageServer.java,mina,AW-Z_dVfrInABnR0cU43,mina-example/src/main/java/org/apache/mina/example/imagine/step2/server/ImageServer.java,0,1.0,69.0,1.0,100.0,1.0,0,8.0,1.0,1.0,6.0,0.0,1.0,0.0,4.0,0,23.0,0.0,60.34482759
IoEventQueueHandler.java,mina,AW-Z_dV4rInABnR0cU9x,mina-core/src/main/java/org/apache/mina/filter/executor/IoEventQueueHandler.java,0,5.0,18.0,2.0,73.4,2.0,2,2.0,3.0,1.0,0.0,3.0,3.0,0.0,1.0,0,20.0,0.0,75.30864198
IoSessionRecycler.java,mina,AW-Z_dV_rInABnR0cVAR,mina-core/src/main/java/org/apache/mina/core/session/IoSessionRecycler.java,0,7.0,12.0,2.0,75.63,1.0,7,2.0,3.0,1.0,0.0,3.0,3.0,0.0,1.0,3,20.0,0.0,74.02597403
LazyInitializedCacheMap.java,mina,AW-Z_dWCrInABnR0cVBr,mina-core/src/main/java/org/apache/mina/util/LazyInitializedCacheMap.java,0,5.0,44.0,3.0,95.67,1.0,1,4.0,22.0,2.0,14.0,0.0,16.0,2.0,5.0,0,101.0,0.0,53.4562212
Main.java,mina,AW-Z_dVbrInABnR0cU3a,mina-example/src/main/java/org/apache/mina/example/netcat/Main.java,0,1.0,58.0,1.0,100.0,1.0,154,8.0,2.0,1.0,11.0,0.0,1.0,1.0,2.0,0,20.0,0.0,60.0
Main.java,mina,AW-Z_dVfrInABnR0cU40,mina-example/src/main/java/org/apache/mina/example/reverser/Main.java,0,2.0,27.0,2.0,91.67,1.5,154,8.0,1.0,1.0,5.0,0.0,1.0,0.0,2.0,0,20.0,0.0,57.44680851
NioProcessor.java,mina,AW-Z_dWCrInABnR0cVBk,mina-core/src/main/java/org/apache/mina/transport/socket/nio/NioProcessor.java,0,15.0,30.0,3.0,76.7,2.0,41,7.0,55.0,2.0,44.0,120.0,24.0,3.0,27.0,11,286.0,0.0,24.53825858
NTLMConstants.java,mina,AW-Z_dV3rInABnR0cU9K,mina-core/src/main/java/org/apache/mina/proxy/handlers/http/ntlm/NTLMConstants.java,0,3.0,60.0,2.0,68.66,3.0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,44.0,0,48.0,0.0,72.57142857
ObjectSerializationInputStream.java,mina,AW-Z_dV6rInABnR0cU-e,mina-core/src/main/java/org/apache/mina/filter/codec/serialization/ObjectSerializationInputStream.java,0,6.0,45.0,2.0,64.82,11.5,4,2.0,27.0,2.0,24.0,0.0,21.0,1.0,5.0,96,123.0,0.0,44.84304933
Server.java,mina,AW-Z_dVcrInABnR0cU3r,mina-example/src/main/java/org/apache/mina/example/sumup/Server.java,0,1.0,64.0,1.0,100.0,1.0,279,9.0,2.0,1.0,5.0,0.0,1.0,1.0,3.0,0,30.0,0.0,46.42857143
SingleSessionIoHandlerAdapter.java,mina,AW-Z_dV-rInABnR0cU_8,mina-core/src/main/java/org/apache/mina/handler/multiton/SingleSessionIoHandlerAdapter.java,0,6.0,21.0,2.0,59.86,1.5,1,3.0,11.0,1.0,0.0,39.0,10.0,1.0,1.0,24,40.0,0.0,64.60176991
SingleSessionIoHandlerDelegate.java,mina,AW-Z_dV-rInABnR0cU_-,mina-core/src/main/java/org/apache/mina/handler/multiton/SingleSessionIoHandlerDelegate.java,0,8.0,22.0,2.0,71.88,2.0,3,7.0,11.0,1.0,11.0,0.0,10.0,1.0,10.0,24,60.0,0.0,63.63636364
Subnet.java,mina,AW-Z_dV8rInABnR0cU_J,mina-core/src/main/java/org/apache/mina/filter/firewall/Subnet.java,0,6.0,38.0,2.0,55.08,7.5,3,2.0,23.0,1.0,6.0,7.0,7.0,2.0,15.0,12,88.0,0.0,40.13605442
ToHaikuIoFilter.java,mina,AW-Z_dVcrInABnR0cU3y,mina-example/src/main/java/org/apache/mina/example/haiku/ToHaikuIoFilter.java,0,1.0,52.0,1.0,100.0,1.0,0,4.0,3.0,2.0,7.0,0.0,1.0,1.0,1.0,0,23.0,0.0,47.72727273
AbstractIoSessionConfig.java,mina,AW-Z_dV_rInABnR0cVAO,mina-core/src/main/java/org/apache/mina/core/session/AbstractIoSessionConfig.java,0,7.0,48.0,3.0,85.42,3.0,5,3.0,43.0,1.0,16.0,350.0,28.0,1.0,9.0,81,176.0,0.0,39.93174061
ConnectionThrottleFilter.java,mina,AW-Z_dV8rInABnR0cU_K,mina-core/src/main/java/org/apache/mina/filter/firewall/ConnectionThrottleFilter.java,0,4.0,50.0,2.0,56.33,2.5,3,6.0,9.0,3.0,17.0,2.0,5.0,4.0,10.0,0,94.0,0.0,43.71257485
IoBufferDecoder.java,mina,AW-Z_dV4rInABnR0cU9e,mina-core/src/main/java/org/apache/mina/proxy/utils/IoBufferDecoder.java,0,5.0,53.0,3.0,98.58,1.0,0,4.0,17.0,1.0,25.0,4.0,5.0,4.0,12.0,0,126.0,0.0,50.78125
SocksProxyRequest.java,mina,AW-Z_dV3rInABnR0cU9S,mina-core/src/main/java/org/apache/mina/proxy/handlers/socks/SocksProxyRequest.java,0,3.0,68.0,2.0,98.25,2.0,5,2.0,17.0,2.0,6.0,44.0,12.0,2.0,10.0,0,68.0,0.0,62.22222222
TapeDeckServer.java,mina,AW-Z_dVerInABnR0cU4k,mina-example/src/main/java/org/apache/mina/example/tapedeck/TapeDeckServer.java,0,3.0,49.0,2.0,98.67,1.0,0,21.0,18.0,2.0,15.0,14.0,13.0,2.0,9.0,0,103.0,0.0,18.8976378
AbstractDatagramSessionConfig.java,mina,AW-Z_dWCrInABnR0cVBX,mina-core/src/main/java/org/apache/mina/transport/socket/AbstractDatagramSessionConfig.java,0,6.0,25.0,3.0,81.03,3.5,2,4.0,17.0,2.0,16.0,26.0,8.0,2.0,3.0,8,63.0,0.0,52.63157895
ByteArrayPool.java,mina,AW-Z_dWDrInABnR0cVCD,mina-core/src/main/java/org/apache/mina/util/byteaccess/ByteArrayPool.java,0,4.0,40.0,1.0,100.0,1.0,2,6.0,9.0,3.0,10.0,0.0,4.0,2.0,15.0,0,89.0,0.0,34.55882353
AbstractAuthLogicHandler.java,mina,AW-Z_dV3rInABnR0cU9F,mina-core/src/main/java/org/apache/mina/proxy/handlers/http/AbstractAuthLogicHandler.java,0,4.0,28.0,2.0,93.83,2.5,0,9.0,7.0,1.0,6.0,8.0,5.0,1.0,4.0,0,33.0,0.0,66.32653061
AbstractIoService.java,mina,AW-Z_dV9rInABnR0cU_r,mina-core/src/main/java/org/apache/mina/core/service/AbstractIoService.java,0,9.0,61.0,3.0,86.45,2.0,8,25.0,54.0,2.0,47.0,290.0,28.0,3.0,18.0,48,307.0,0.0,39.68565815
AddMessage.java,mina,AW-Z_dVcrInABnR0cU3t,mina-example/src/main/java/org/apache/mina/example/sumup/message/AddMessage.java,0,1.0,48.0,1.0,100.0,1.0,2,1.0,4.0,2.0,1.0,0.0,4.0,0.0,2.0,0,17.0,0.0,59.52380952
AddMessageDecoder.java,mina,AW-Z_dVcrInABnR0cU3h,mina-example/src/main/java/org/apache/mina/example/sumup/codec/AddMessageDecoder.java,0,3.0,18.0,2.0,96.43,1.0,1,6.0,4.0,2.0,3.0,3.0,3.0,1.0,1.0,0,24.0,0.0,50.0
AddMessageEncoder.java,mina,AW-Z_dVcrInABnR0cU3c,mina-example/src/main/java/org/apache/mina/example/sumup/codec/AddMessageEncoder.java,0,3.0,15.0,2.0,95.65,1.0,1,5.0,3.0,2.0,2.0,3.0,3.0,0.0,0.0,0,16.0,0.0,60.0
BooleanEditor.java,mina,AW-Z_dVhrInABnR0cU5F,mina-integration-beans/src/main/java/org/apache/mina/integration/beans/BooleanEditor.java,0,2.0,26.0,1.0,100.0,2.0,0,1.0,4.0,3.0,4.0,1.0,2.0,1.0,2.0,0,21.0,0.0,54.34782609
CharacterEditor.java,mina,AW-Z_dVfrInABnR0cU46,mina-integration-beans/src/main/java/org/apache/mina/integration/beans/CharacterEditor.java,0,2.0,28.0,1.0,100.0,2.0,0,1.0,5.0,3.0,9.0,1.0,2.0,1.0,1.0,0,23.0,0.0,52.08333333
ClassEditor.java,mina,AW-Z_dVhrInABnR0cU5J,mina-integration-beans/src/main/java/org/apache/mina/integration/beans/ClassEditor.java,0,2.0,24.0,2.0,94.23,1.5,0,1.0,4.0,3.0,5.0,1.0,2.0,2.0,0.0,3,20.0,0.0,55.55555556
CollectionEditor.java,mina,AW-Z_dVhrInABnR0cU5T,mina-integration-beans/src/main/java/org/apache/mina/integration/beans/CollectionEditor.java,0,4.0,38.0,2.0,89.32,6.0,0,3.0,19.0,3.0,27.0,9.0,6.0,2.0,11.0,3,87.0,0.0,31.49606299
DefaultIoSessionDataStructureFactory.java,mina,AW-Z_dV-rInABnR0cVAH,mina-core/src/main/java/org/apache/mina/core/session/DefaultIoSessionDataStructureFactory.java,0,10.0,26.0,2.0,85.61,2.5,6,6.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,53,138.0,0.0,38.66666667
FileEditor.java,mina,AW-Z_dVfrInABnR0cU48,mina-integration-beans/src/main/java/org/apache/mina/integration/beans/FileEditor.java,0,1.0,42.0,1.0,100.0,1.0,0,1.0,2.0,3.0,1.0,1.0,2.0,0.0,0.0,0,13.0,0.0,65.78947368
InetAddressEditor.java,mina,AW-Z_dVhrInABnR0cU4_,mina-integration-beans/src/main/java/org/apache/mina/integration/beans/InetAddressEditor.java,0,2.0,38.0,1.0,100.0,1.0,0,2.0,11.0,3.0,6.0,6.0,4.0,1.0,2.0,0,40.0,0.0,42.85714286
InetSocketAddressEditor.java,mina,AW-Z_dVhrInABnR0cU5B,mina-integration-beans/src/main/java/org/apache/mina/integration/beans/InetSocketAddressEditor.java,0,3.0,31.0,2.0,98.04,1.0,0,2.0,13.0,3.0,12.0,10.0,5.0,2.0,6.0,0,51.0,0.0,37.03703704
IoSessionEvent.java,mina,AW-Z_dV2rInABnR0cU87,mina-core/src/main/java/org/apache/mina/proxy/event/IoSessionEvent.java,0,3.0,54.0,2.0,93.27,4.0,0,6.0,13.0,1.0,14.0,0.0,9.0,1.0,6.0,0,65.0,0.0,55.78231293
NullEditor.java,mina,AW-Z_dVhrInABnR0cU5R,mina-integration-beans/src/main/java/org/apache/mina/integration/beans/NullEditor.java,0,1.0,45.0,1.0,100.0,1.0,0,1.0,4.0,3.0,2.0,1.0,2.0,1.0,0.0,0,18.0,0.0,57.14285714
NumberEditor.java,mina,AW-Z_dVhrInABnR0cU5M,mina-integration-beans/src/main/java/org/apache/mina/integration/beans/NumberEditor.java,0,3.0,24.0,1.0,100.0,2.0,0,2.0,9.0,3.0,10.0,6.0,4.0,1.0,3.0,0,35.0,0.0,41.66666667
PatternEditor.java,mina,AW-Z_dVhrInABnR0cU5S,mina-integration-beans/src/main/java/org/apache/mina/integration/beans/PatternEditor.java,0,1.0,42.0,1.0,100.0,1.0,0,1.0,2.0,3.0,2.0,1.0,2.0,0.0,0.0,0,13.0,0.0,65.78947368
ProxyFilter.java,mina,AW-Z_dV3rInABnR0cU9Y,mina-core/src/main/java/org/apache/mina/proxy/filter/ProxyFilter.java,0,3.0,114.0,2.0,98.66,1.0,2,19.0,30.0,2.0,31.0,72.0,13.0,4.0,15.0,0,153.0,0.0,50.16286645
ResultMessage.java,mina,AW-Z_dVcrInABnR0cU3u,mina-example/src/main/java/org/apache/mina/example/sumup/message/ResultMessage.java,0,1.0,61.0,1.0,100.0,1.0,0,1.0,7.0,2.0,1.0,3.0,6.0,1.0,3.0,0,28.0,0.0,46.15384615
ResultMessageDecoder.java,mina,AW-Z_dVcrInABnR0cU3j,mina-example/src/main/java/org/apache/mina/example/sumup/codec/ResultMessageDecoder.java,0,3.0,25.0,2.0,97.4,1.0,0,6.0,7.0,2.0,5.0,3.0,3.0,2.0,4.0,0,42.0,0.0,36.36363636
ResultMessageEncoder.java,mina,AW-Z_dVcrInABnR0cU3i,mina-example/src/main/java/org/apache/mina/example/sumup/codec/ResultMessageEncoder.java,0,3.0,16.0,2.0,96.08,1.0,0,5.0,4.0,2.0,4.0,3.0,3.0,1.0,0.0,0,21.0,0.0,53.33333333
SerialAddressEditor.java,mina,AW-Z_dVjrInABnR0cU6G,mina-transport-serial/src/main/java/org/apache/mina/transport/serial/SerialAddressEditor.java,0,2.0,83.0,1.0,100.0,2.0,1,7.0,36.0,3.0,28.0,55.0,11.0,1.0,3.0,0,124.0,0.0,17.8807947
StringEditor.java,mina,AW-Z_dVgrInABnR0cU4-,mina-integration-beans/src/main/java/org/apache/mina/integration/beans/StringEditor.java,0,2.0,24.0,1.0,100.0,1.0,0,2.0,4.0,3.0,4.0,1.0,2.0,1.0,1.0,0,20.0,0.0,54.54545455
SwingChatClientHandler.java,mina,AW-Z_dVdrInABnR0cU36,mina-example/src/main/java/org/apache/mina/example/chat/client/SwingChatClientHandler.java,0,3.0,33.0,2.0,98.0,1.0,3,4.0,10.0,2.0,10.0,0.0,4.0,3.0,6.0,0,55.0,0.0,30.37974684
URIEditor.java,mina,AW-Z_dVfrInABnR0cU47,mina-integration-beans/src/main/java/org/apache/mina/integration/beans/URIEditor.java,0,2.0,24.0,1.0,100.0,1.0,0,1.0,4.0,3.0,1.0,1.0,2.0,1.0,0.0,0,18.0,0.0,58.13953488
URLEditor.java,mina,AW-Z_dVhrInABnR0cU5A,mina-integration-beans/src/main/java/org/apache/mina/integration/beans/URLEditor.java,0,2.0,24.0,1.0,100.0,1.0,0,1.0,4.0,3.0,1.0,1.0,2.0,1.0,0.0,0,18.0,0.0,58.13953488
VmPipeAddressEditor.java,mina,AW-Z_dVhrInABnR0cU5P,mina-integration-beans/src/main/java/org/apache/mina/integration/beans/VmPipeAddressEditor.java,0,1.0,62.0,1.0,100.0,1.0,1,2.0,6.0,3.0,5.0,6.0,4.0,1.0,0.0,0,28.0,0.0,50.0
ChatClientSupport.java,mina,AW-Z_dVdrInABnR0cU38,mina-example/src/main/java/org/apache/mina/example/chat/client/ChatClientSupport.java,0,2.0,62.0,2.0,92.13,1.5,2,16.0,15.0,1.0,17.0,0.0,5.0,2.0,9.0,0,80.0,0.0,23.80952381
CompressionFilter.java,mina,AW-Z_dVjrInABnR0cU55,mina-filter-compression/src/main/java/org/apache/mina/filter/compression/CompressionFilter.java,0,4.0,63.0,3.0,97.19,2.5,9,9.0,22.0,3.0,14.0,11.0,11.0,1.0,21.0,0,106.0,0.0,51.81818182
BlacklistFilter.java,mina,AW-Z_dV8rInABnR0cU_L,mina-core/src/main/java/org/apache/mina/filter/firewall/BlacklistFilter.java,0,6.0,45.0,2.0,91.11,6.5,6,8.0,37.0,2.0,20.0,78.0,16.0,3.0,6.0,0,142.0,0.0,37.44493392
AbstractProxyIoHandler.java,mina,AW-Z_dVbrInABnR0cU3X,mina-example/src/main/java/org/apache/mina/example/proxy/AbstractProxyIoHandler.java,0,3.0,26.0,2.0,86.42,1.0,5,5.0,4.0,2.0,18.0,1.0,3.0,1.0,6.0,0,38.0,0.0,47.22222222
AbstractProxyIoHandler.java,mina,AW-Z_dV2rInABnR0cU81,mina-core/src/main/java/org/apache/mina/proxy/AbstractProxyIoHandler.java,0,3.0,21.0,2.0,98.67,1.0,5,8.0,5.0,2.0,8.0,1.0,2.0,1.0,2.0,0,22.0,0.0,62.06896552
ChatProtocolHandler.java,mina,AW-Z_dVdrInABnR0cU3-,mina-example/src/main/java/org/apache/mina/example/chat/ChatProtocolHandler.java,0,4.0,39.0,2.0,95.15,1.0,0,6.0,19.0,2.0,23.0,0.0,7.0,3.0,10.0,0,106.0,0.0,20.30075188
ClientSessionHandler.java,mina,AW-Z_dVcrInABnR0cU3q,mina-example/src/main/java/org/apache/mina/example/sumup/ClientSessionHandler.java,0,4.0,22.0,2.0,91.84,1.0,2,8.0,8.0,2.0,10.0,2.0,5.0,2.0,6.0,0,47.0,0.0,41.25
EchoProtocolHandler.java,mina,AW-Z_dVdrInABnR0cU4K,mina-example/src/main/java/org/apache/mina/example/echoserver/EchoProtocolHandler.java,0,7.0,11.0,2.0,82.22,2.0,3,7.0,6.0,2.0,9.0,3.0,6.0,0.0,1.0,0,39.0,0.0,40.0
FilenameFileRegion.java,mina,AW-Z_dV_rInABnR0cVAa,mina-core/src/main/java/org/apache/mina/core/file/FilenameFileRegion.java,0,6.0,12.0,2.0,70.0,1.0,1,1.0,4.0,2.0,2.0,0.0,3.0,1.0,1.0,3,21.0,0.0,67.1875
MemMonClient.java,mina,AW-Z_dVbrInABnR0cU3L,mina-example/src/main/java/org/apache/mina/example/udp/client/MemMonClient.java,0,1.0,144.0,1.0,100.0,1.0,0,11.0,12.0,2.0,15.0,0.0,10.0,2.0,7.0,0,95.0,0.0,22.13114754
NamePreservingRunnable.java,mina,AW-Z_dWCrInABnR0cVBt,mina-core/src/main/java/org/apache/mina/util/NamePreservingRunnable.java,0,2.0,42.0,1.0,100.0,1.0,67,2.0,6.0,1.0,8.0,1.0,3.0,2.0,5.0,0,33.0,0.0,55.40540541
NioSocketConnector.java,mina,AW-Z_dWCrInABnR0cVBj,mina-core/src/main/java/org/apache/mina/transport/socket/nio/NioSocketConnector.java,0,12.0,29.0,3.0,85.97,2.0,36,11.0,32.0,4.0,27.0,163.0,23.0,2.0,8.0,21,167.0,0.0,43.95973154
ServerSessionHandler.java,mina,AW-Z_dVcrInABnR0cU3o,mina-example/src/main/java/org/apache/mina/example/sumup/ServerSessionHandler.java,0,5.0,19.0,2.0,94.17,1.0,0,9.0,6.0,2.0,15.0,4.0,4.0,1.0,8.0,0,48.0,0.0,41.46341463
SimpleByteArrayFactory.java,mina,AW-Z_dWErInABnR0cVCI,mina-core/src/main/java/org/apache/mina/util/byteaccess/SimpleByteArrayFactory.java,0,3.0,20.0,2.0,97.92,1.0,0,4.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,0,19.0,0.0,64.81481481
